ProductID,ProductName,Brand,Category,SubCategory,Price,DiscountPct,Rating,ReviewCount,SkinType,StockQuantity,UnitsSold,Revenue,Region,SalesChannel,CrueltyFree,OrderDate
BP0517,AuraCare Hair Serum,AuraCare,Haircare,Hair Serum,17.45,30,3.8,1547,All,393,193,3367.85,Europe,Online,Yes,2025-01-05
BP0518,AuraCare Body Lotion,AuraCare,Bath & Body,Body Lotion,12.95,0,4.3,876,Oily,376,26,336.7,Europe,Online,Yes,2024-11-28
BP0519,GlowLab Sunscreen Lotion,GlowLab,Skincare,Sunscreen Lotion,31.94,20,2.5,107,All,179,402,12839.88,Middle East,In-Store,No,2024-07-10
BP0520,BloomBeauty Eye Cream,BloomBeauty,Skincare,Eye Cream,39.28,0,4.4,351,Sensitive,274,73,2867.44,Latin America,Marketplace,No,2024-02-17
BP0521,SunKissed Body Mist,SunKissed,Fragrance,Body Mist,24.34,5,4.3,239,Sensitive,409,322,7837.48,Europe,Online,No,2024-03-13
BP0522,AuraCare Eyeshadow Palette,AuraCare,Makeup,Eyeshadow Palette,21.71,10,4.2,207,Sensitive,302,203,4407.13,Middle East,Online,No,2024-11-03
BP0523,GlowLab Body Mist,GlowLab,Fragrance,Body Mist,55.54,0,4.2,22,Sensitive,339,214,11885.56,Asia Pacific,In-Store,Yes,2024-10-12
BP0524,PureEarth Foundation,PureEarth,Makeup,Foundation,13.87,0,3.9,319,Dry,86,14,194.18,Asia Pacific,In-Store,Yes,2024-03-27
BP0525,SilkStrand Shampoo,SilkStrand,Haircare,Shampoo,22.15,0,5.0,82,Sensitive,274,5,110.75,Latin America,Online,Yes,2025-04-21
BP0526,LashPro Blush,LashPro,Makeup,Blush,21.59,30,4.7,626,Dry,444,495,10687.05,Latin America,Online,No,2024-04-29
BP0527,GlowLab Eau de Parfum,GlowLab,Fragrance,Eau de Parfum,54.85,0,4.1,1323,All,290,179,9818.15,Asia Pacific,Online,Yes,2024-10-29
BP0528,VelvetSkin Eyeshadow Palette,VelvetSkin,Makeup,Eyeshadow Palette,16.2,0,4.8,365,Combination,357,2,32.4,Europe,In-Store,Yes,2024-04-16
BP0529,Rougeon Facial Serum,Rougeon,Skincare,Facial Serum,10.54,30,4.8,40,Dry,356,114,1201.56,Europe,Online,No,2024-06-18
BP0530,GlowLab Foundation,GlowLab,Makeup,Foundation,19.09,0,4.5,703,All,42,216,4123.44,Latin America,Online,No,2024-11-16
BP0531,Rougeon Shampoo,Rougeon,Haircare,Shampoo,33.19,20,4.5,43,Oily,416,4,132.76,Middle East,In-Store,Yes,2024-03-16
BP0532,SilkStrand Liquid Lipstick,SilkStrand,Makeup,Liquid Lipstick,24.1,15,4.3,909,Combination,52,186,4482.6,Asia Pacific,Online,Yes,2024-05-28
BP0533,NuraBeauty Hair Mask,NuraBeauty,Haircare,Hair Mask,10.54,15,4.1,17,Dry,373,64,674.56,Europe,Online,No,2024-11-02
BP0534,GlowLab Eau de Parfum,GlowLab,Fragrance,Eau de Parfum,76.65,10,3.9,266,Combination,124,147,11267.55,Europe,Online,Yes,2024-10-28
BP0535,SilkStrand Eau de Parfum,SilkStrand,Fragrance,Eau de Parfum,76.52,10,4.2,874,All,18,37,2831.24,North America,In-Store,Yes,2024-02-01
BP0536,PureEarth Moisturizer,PureEarth,Skincare,Moisturizer,35.56,0,4.1,583,Oily,320,64,2275.84,North America,In-Store,Yes,2024-02-11
BP0537,PureEarth Eye Cream,PureEarth,Skincare,Eye Cream,32.98,0,4.7,68,Dry,386,81,2671.38,Europe,In-Store,Yes,2024-12-04
BP0538,AuraCare Highlighter Palette,AuraCare,Makeup,Highlighter Palette,26.48,15,4.0,238,Oily,172,27,714.96,North America,Online,Yes,2024-12-28
BP0539,SilkStrand Sunscreen Lotion,SilkStrand,Skincare,Sunscreen Lotion,42.17,25,4.5,144,Combination,475,57,2403.69,Middle East,In-Store,No,2024-02-28
BP0540,LashPro Liquid Lipstick,LashPro,Makeup,Liquid Lipstick,27.96,0,4.8,1279,Oily,409,78,2180.88,North America,In-Store,Yes,2024-03-05
BP0541,SilkStrand Eyeshadow Palette,SilkStrand,Makeup,Eyeshadow Palette,29.27,0,4.5,229,Oily,380,138,4039.26,Latin America,In-Store,Yes,2024-01-06
BP0542,NuraBeauty Toner,NuraBeauty,Skincare,Toner,40.56,0,4.8,527,Combination,446,17,689.52,Middle East,In-Store,No,2025-04-23
BP0543,AuraCare Toner,AuraCare,Skincare,Toner,25.7,0,4.6,796,Oily,62,1,25.7,Latin America,Marketplace,No,2025-06-25
BP0544,PureEarth Cleanser,PureEarth,Skincare,Cleanser,32.45,0,4.3,289,All,498,386,12525.7,Asia Pacific,Online,Yes,2024-07-30
BP0545,PureEarth Concealer,PureEarth,Makeup,Concealer,25.02,20,4.8,55,Oily,13,6,150.12,Latin America,In-Store,No,2024-03-14
BP0546,PureEarth Blush,PureEarth,Makeup,Blush,17.94,25,4.2,209,All,435,132,2368.08,Middle East,Online,Yes,2024-05-03
BP0547,GlowLab Face Mask,GlowLab,Skincare,Face Mask,33.18,0,4.0,371,Sensitive,312,102,3384.36,Latin America,Marketplace,Yes,2024-02-07
BP0548,GlowLab Eyeshadow Palette,GlowLab,Makeup,Eyeshadow Palette,9.62,5,4.6,1891,Dry,120,107,1029.34,North America,Online,Yes,2025-02-01
BP0549,AuraCare Mascara,AuraCare,Makeup,Mascara,7.34,0,4.5,793,Oily,69,104,763.36,Middle East,In-Store,No,2024-04-17
BP0550,AuraCare Body Lotion,AuraCare,Bath & Body,Body Lotion,14.65,15,5.0,333,Sensitive,42,194,2842.1,Asia Pacific,Marketplace,Yes,2024-05-22
BP0551,Rougeon Eyeshadow Palette,Rougeon,Makeup,Eyeshadow Palette,29.13,0,4.3,37,Combination,182,324,9438.12,North America,Online,Yes,2024-07-05
BP0552,BloomBeauty Eye Cream,BloomBeauty,Skincare,Eye Cream,4.99,0,4.5,227,Oily,362,98,489.02,Europe,Online,No,2024-06-28
BP0553,PureEarth Moisturizer,PureEarth,Skincare,Moisturizer,13.6,25,4.4,160,Combination,320,173,2352.8,Middle East,In-Store,Yes,2024-12-20
BP0554,NuraBeauty Hair Mask,NuraBeauty,Haircare,Hair Mask,11.68,25,3.7,87,All,211,9,105.12,Asia Pacific,Online,Yes,2024-09-02
BP0555,BloomBeauty Hair Serum,BloomBeauty,Haircare,Hair Serum,8.48,30,4.7,1820,All,326,181,1534.88,Middle East,Online,No,2024-09-07
BP0556,LashPro Highlighter Palette,LashPro,Makeup,Highlighter Palette,15.49,0,4.6,1280,Combination,353,49,759.01,Latin America,Online,Yes,2024-07-21
BP0557,SilkStrand Body Mist,SilkStrand,Fragrance,Body Mist,39.46,0,4.6,205,Dry,131,50,1973.0,Middle East,In-Store,Yes,2024-11-28
BP0558,GlowLab Concealer,GlowLab,Makeup,Concealer,18.89,10,4.0,407,All,229,33,623.37,Europe,Online,Yes,2024-10-31
BP0559,SunKissed Liquid Lipstick,SunKissed,Makeup,Liquid Lipstick,16.35,10,4.0,1,Oily,190,120,1962.0,Latin America,Online,Yes,2024-05-14
BP0560,PureEarth Toner,PureEarth,Skincare,Toner,17.38,0,3.8,105,Dry,72,60,1042.8,Middle East,Online,Yes,2024-03-02
BP0561,AuraCare Highlighter Palette,AuraCare,Makeup,Highlighter Palette,4.99,5,4.4,260,Combination,176,22,109.78,Middle East,In-Store,No,2024-08-17
BP0562,Rougeon Liquid Lipstick,Rougeon,Makeup,Liquid Lipstick,17.65,15,4.1,153,Combination,45,220,3883.0,Middle East,In-Store,Yes,2025-06-09
BP0563,PureEarth Toner,PureEarth,Skincare,Toner,45.07,0,4.4,773,All,325,23,1036.61,Latin America,Online,No,2024-09-19
BP0564,VelvetSkin Toner,VelvetSkin,Skincare,Toner,32.3,5,4.9,95,Dry,400,0,0.0,North America,Online,Yes,2024-01-16
BP0565,GlowLab Facial Serum,GlowLab,Skincare,Facial Serum,13.77,0,4.6,1078,Dry,374,5,68.85,Europe,Online,Yes,2025-02-23
BP0566,BloomBeauty Eau de Parfum,BloomBeauty,Fragrance,Eau de Parfum,54.61,0,3.9,277,Oily,445,96,5242.56,Latin America,Marketplace,No,2025-05-21
BP0567,NuraBeauty Shampoo,NuraBeauty,Haircare,Shampoo,14.76,0,4.0,1277,All,102,53,782.28,Latin America,Online,No,2024-10-11
BP0568,NuraBeauty Conditioner,NuraBeauty,Haircare,Conditioner,31.19,0,3.6,182,Oily,422,126,3929.94,Latin America,In-Store,Yes,2024-03-24
BP0569,PureEarth Hair Oil,PureEarth,Haircare,Hair Oil,22.22,5,3.2,169,Sensitive,432,38,844.36,Middle East,Online,No,2024-11-21
BP0570,SunKissed Liquid Lipstick,SunKissed,Makeup,Liquid Lipstick,22.38,0,4.0,684,Combination,234,121,2707.98,Latin America,Online,Yes,2024-07-25
BP0571,NuraBeauty Conditioner,NuraBeauty,Haircare,Conditioner,19.44,10,4.3,470,Combination,142,59,1146.96,Latin America,In-Store,Yes,2025-06-04
BP0572,AuraCare Hair Mask,AuraCare,Haircare,Hair Mask,17.12,0,4.6,482,All,249,28,479.36,Asia Pacific,Online,Yes,2025-05-28
BP0573,BloomBeauty Blush,BloomBeauty,Makeup,Blush,19.56,0,3.6,203,Sensitive,216,44,860.64,Europe,In-Store,No,2024-10-28
BP0574,VelvetSkin Body Scrub,VelvetSkin,Bath & Body,Body Scrub,16.1,10,4.6,93,Sensitive,437,28,450.8,Latin America,In-Store,No,2024-09-09
BP0575,Rougeon Hair Mask,Rougeon,Haircare,Hair Mask,18.15,0,4.2,255,All,488,93,1687.95,Asia Pacific,In-Store,Yes,2024-03-15
BP0576,VelvetSkin Liquid Lipstick,VelvetSkin,Makeup,Liquid Lipstick,18.34,0,4.2,736,Combination,406,45,825.3,Europe,Online,Yes,2024-04-23
BP0577,AuraCare Hair Mask,AuraCare,Haircare,Hair Mask,12.63,0,4.1,369,Combination,9,327,4130.01,Asia Pacific,Marketplace,Yes,2024-08-24
BP0578,SunKissed Foundation,SunKissed,Makeup,Foundation,20.09,0,3.9,125,Sensitive,263,144,2892.96,Asia Pacific,Online,Yes,2025-03-02
BP0579,PureEarth Liquid Lipstick,PureEarth,Makeup,Liquid Lipstick,19.45,0,4.2,603,Oily,54,339,6593.55,Asia Pacific,Online,Yes,2024-11-22
BP0580,BloomBeauty Eau de Parfum,BloomBeauty,Fragrance,Eau de Parfum,13.5,10,4.5,244,All,406,62,837.0,North America,In-Store,Yes,2024-03-24
BP0581,SunKissed Hair Serum,SunKissed,Haircare,Hair Serum,14.56,10,4.9,131,Oily,333,123,1790.88,Middle East,In-Store,Yes,2024-09-14
BP0582,VelvetSkin Moisturizer,VelvetSkin,Skincare,Moisturizer,20.97,0,4.2,252,Combination,427,65,1363.05,Latin America,Marketplace,No,2025-02-05
BP0583,AuraCare Concealer,AuraCare,Makeup,Concealer,23.97,0,4.8,197,All,395,14,335.58,Asia Pacific,Online,No,2024-05-14
BP0584,VelvetSkin Cologne,VelvetSkin,Fragrance,Cologne,28.59,15,4.2,449,Dry,329,1,28.59,Europe,Online,No,2025-06-24
BP0585,NuraBeauty Face Mask,NuraBeauty,Skincare,Face Mask,29.61,20,4.2,211,Dry,187,111,3286.71,Middle East,Online,Yes,2025-05-13
BP0586,GlowLab Hair Serum,GlowLab,Haircare,Hair Serum,21.92,0,4.0,219,All,287,25,548.0,North America,Online,No,2024-03-21
BP0587,VelvetSkin Eyeshadow Palette,VelvetSkin,Makeup,Eyeshadow Palette,15.94,30,4.9,320,Dry,484,55,876.7,Europe,Online,Yes,2024-01-25
BP0588,GlowLab Moisturizer,GlowLab,Skincare,Moisturizer,28.34,0,4.1,662,Combination,496,198,5611.32,Middle East,Online,Yes,2024-01-28
BP0589,BloomBeauty Liquid Lipstick,BloomBeauty,Makeup,Liquid Lipstick,15.38,5,4.4,304,Dry,461,74,1138.12,Middle East,In-Store,Yes,2024-05-21
BP0590,SunKissed Hair Oil,SunKissed,Haircare,Hair Oil,31.07,20,4.9,1060,All,39,55,1708.85,North America,Marketplace,Yes,2024-07-26
BP0591,PureEarth Facial Serum,PureEarth,Skincare,Facial Serum,39.45,20,3.8,392,Combination,219,37,1459.65,Middle East,Online,Yes,2024-11-09
BP0592,BloomBeauty Hair Serum,BloomBeauty,Haircare,Hair Serum,16.43,15,3.8,503,Oily,312,165,2710.95,Latin America,Marketplace,No,2025-02-16
BP0593,VelvetSkin Eyeshadow Palette,VelvetSkin,Makeup,Eyeshadow Palette,19.0,10,5.0,308,Combination,1,320,6080.0,Latin America,Online,Yes,2025-04-15
BP0594,NuraBeauty Foundation,NuraBeauty,Makeup,Foundation,28.69,10,4.2,65,Dry,197,0,0.0,Latin America,Online,Yes,2024-03-03
BP0595,NuraBeauty Sunscreen Lotion,NuraBeauty,Skincare,Sunscreen Lotion,41.91,0,4.5,2,Combination,357,70,2933.7,Asia Pacific,Online,No,2024-10-04
BP0596,NuraBeauty Mascara,NuraBeauty,Makeup,Mascara,25.6,5,4.4,532,Oily,136,0,0.0,North America,Online,No,2024-08-21
BP0597,SunKissed Foundation,SunKissed,Makeup,Foundation,26.79,10,4.2,11,Sensitive,440,55,1473.45,Europe,Online,Yes,2025-03-07
BP0598,LashPro Hair Serum,LashPro,Haircare,Hair Serum,19.03,25,3.9,168,Sensitive,169,60,1141.8,North America,Online,Yes,2024-02-24
BP0599,SilkStrand Cleanser,SilkStrand,Skincare,Cleanser,44.89,0,4.6,432,Oily,260,64,2872.96,North America,Marketplace,No,2024-11-22
BP0600,NuraBeauty Cleanser,NuraBeauty,Skincare,Cleanser,29.16,0,3.5,84,Sensitive,357,270,7873.2,Latin America,Online,No,2024-09-16
